md_screen_rank,screen_group,candidate,md_screen_score,sim_ns,n_frames,ca_rmsd_last20pct_mean_A,ligand_rmsd_last20pct_mean_A,pl_min_distance_last20pct_mean_A,pl_contacts_4A_last20pct_mean,ca_rmsf_mean_A,ca_rmsf_max_A,protein_rg_last20pct_mean_A,protein_rg_last20pct_std_A,topology,trajectory,ligand_resname,n_atoms,protein_atoms,ca_atoms,ligand_atoms,ca_rmsd_final_A,ca_rmsd_last20pct_std_A,ligand_rmsd_final_A,ligand_rmsd_last20pct_std_A,pl_com_distance_last20pct_mean_A
11,recommended,rank037_GWHPBECS041210,0.225,2.0,200,1.3655718271123132,1.7009134039282798,2.1012861222372017,346.85,0.6650758521032534,5.793529400931599,21.941092252731323,0.0348819933619208,neg_fix_v1_top200/rank037_GWHPBECS041210/work/solv_ions.gro,neg_fix_v1_top200/rank037_GWHPBECS041210/outputs/prod.dcd,LIG,70331,7170,461,47,1.3299625603538237,0.0701223979249917,1.7229130268096924,0.3543441430816871,11.616905369352583
12,recommended,rank109_GWHPBECS026007,0.22525,2.0,200,1.4828341877812188,0.7794735476374626,2.1087405376633086,390.85,0.6846630001691028,7.181905237919994,22.33358941078186,0.0482689947817297,neg_fix_v1_top200/rank109_GWHPBECS026007/work/solv_ions.gro,neg_fix_v1_top200/rank109_GWHPBECS026007/outputs/prod.dcd,LIG,67906,7376,473,47,1.462336027292947,0.0785809362245486,0.9560560584068298,0.1665702981380737,7.606361352138029
13,recommended,rank040_GWHPBECS026448,0.25949999999999995,2.0,200,1.411278487402562,0.8885628864169121,2.072549090746881,326.3,0.7105806973710039,4.6051505931046295,22.532188844680785,0.0567886337916025,neg_fix_v1_top200/rank040_GWHPBECS026448/work/solv_ions.gro,neg_fix_v1_top200/rank040_GWHPBECS026448/outputs/prod.dcd,LIG,76634,7561,475,47,1.555943321954994,0.1675655065832672,0.8030421733856201,0.1528453906067671,7.287747427827067
14,recommended,rank072_GWHPBECS019993,0.2635,2.0,200,1.3618975279770662,0.8484795153141022,2.371197203029901,350.775,0.7137129769830767,3.6602370724299567,22.076869821548463,0.0400560742214446,neg_fix_v1_top200/rank072_GWHPBECS019993/work/solv_ions.gro,neg_fix_v1_top200/rank072_GWHPBECS019993/outputs/prod.dcd,LIG,67397,6886,438,47,1.3479136316187554,0.0509261715812561,0.904625117778778,0.1405783531869829,8.038162150249283
15,recommended,rank094_GWHPBECS025961,0.26375,2.0,200,1.3732639829242577,1.7896769911050796,2.1976964761885154,408.6,0.6706720697067226,2.218310602119905,22.423019075393675,0.0361818708287937,neg_fix_v1_top200/rank094_GWHPBECS025961/work/solv_ions.gro,neg_fix_v1_top200/rank094_GWHPBECS025961/outputs/prod.dcd,LIG,57089,7417,473,47,1.3493381181976112,0.1128607151207946,1.7486189603805542,0.1777128790154308,7.965820601470812
16,recommended,rank038_GWHPBECS039781,0.26499999999999996,2.0,200,1.228658050306591,1.5892876178026198,2.0942767553499864,304.275,0.6912737349147434,4.723282193156933,22.10120859146118,0.0468847954511267,neg_fix_v1_top200/rank038_GWHPBECS039781/work/solv_ions.gro,neg_fix_v1_top200/rank038_GWHPBECS039781/outputs/prod.dcd,LIG,63303,7322,467,47,1.1343182736969175,0.0547130353237181,1.9135230779647827,0.4800891599505268,10.6425588343467
17,recommended,rank025_GWHPBECS039805,0.26849999999999996,2.0,200,1.1456310484016303,1.2053370609879497,2.319797935802492,284.375,0.6292126427899435,2.3041961662403185,21.979883909225464,0.0372670704947466,neg_fix_v1_top200/rank025_GWHPBECS039805/work/solv_ions.gro,neg_fix_v1_top200/rank025_GWHPBECS039805/outputs/prod.dcd,LIG,61869,7299,467,47,1.1467892950574647,0.0551787901127393,0.9554750323295592,0.2329192918972333,15.507449088846965
18,recommended,rank200_GWHPBECS041035,0.2715,2.0,200,1.4629865916497942,1.4979523420333862,2.046190225831233,359.35,0.7230217548362602,3.6477206145700327,22.68576235771179,0.0432710570549774,neg_fix_v1_top200/rank200_GWHPBECS041035/work/solv_ions.gro,neg_fix_v1_top200/rank200_GWHPBECS041035/outputs/prod.dcd,LIG,78822,7516,482,47,1.417991908599201,0.0982586699654112,1.809003591537476,0.2133950031609959,7.235530190754611
19,recommended,rank018_GWHPBECS034039,0.28625,2.0,200,1.4084529402651482,2.046853819489479,2.053351906779094,383.95,0.738347613371352,4.193702050880029,22.394512510299684,0.0387225863687924,neg_fix_v1_top200/rank018_GWHPBECS034039/work/solv_ions.gro,neg_fix_v1_top200/rank018_GWHPBECS034039/outputs/prod.dcd,LIG,55644,7235,462,47,1.5111947734930993,0.0612780607550537,2.0716137886047363,0.114716294172562,7.3359196127703346
20,recommended,rank035_GWHPBECS039808,0.28775,2.0,200,1.33821911274574,0.8981414780020713,2.3024989220345966,289.6,0.7000593856731463,3.504774615916143,22.077175188064576,0.0385138256674081,neg_fix_v1_top200/rank035_GWHPBECS039808/work/solv_ions.gro,neg_fix_v1_top200/rank035_GWHPBECS039808/outputs/prod.dcd,LIG,57708,7269,467,47,1.4507481261124466,0.0447198048377317,1.0004364252090454,0.175146077670003,13.49894292842282
21,backup,rank162_GWHPBECS034593,0.28875000000000006,2.0,200,1.3425950621431828,1.594841492176056,2.202371416872193,333.2,0.7212740966740131,4.785801855795482,22.700743913650516,0.0391947235371962,neg_fix_v1_top200/rank162_GWHPBECS034593/work/solv_ions.gro,neg_fix_v1_top200/rank162_GWHPBECS034593/outputs/prod.dcd,LIG,63705,7608,487,47,1.2714792448653998,0.0479207233832025,1.6717557907104492,0.1809811669018436,9.520803321044864
22,backup,rank071_GWHPBECS039799,0.2915,2.0,200,1.1456971419971311,2.079745039343834,2.149209204911478,310.9,0.6406876358429366,2.604143431686482,22.0648313999176,0.0455773928860876,neg_fix_v1_top200/rank071_GWHPBECS039799/work/solv_ions.gro,neg_fix_v1_top200/rank071_GWHPBECS039799/outputs/prod.dcd,LIG,61789,7308,467,47,1.1541271726742708,0.0413627522810701,2.017714262008667,0.1837372873261617,11.57819295628647
23,backup,rank106_GWHPBECS025966,0.2995,2.0,200,1.5139316821603537,1.0390995353460313,2.1908062487531623,387.675,0.7231531252609513,3.0784439792134064,22.46430521011353,0.043901992348439,neg_fix_v1_top200/rank106_GWHPBECS025966/work/solv_ions.gro,neg_fix_v1_top200/rank106_GWHPBECS025966/outputs/prod.dcd,LIG,56923,7364,474,47,1.445082064614217,0.0659324511864476,0.8600820302963257,0.1189312470370418,7.806430067979074
24,backup,rank054_GWHPBECS019468,0.30375,2.0,200,1.537224440313577,1.1725038096308709,1.8570281288899189,326.525,0.7553265903841183,5.18394175874015,22.506457471847533,0.0428194181982734,neg_fix_v1_top200/rank054_GWHPBECS019468/work/solv_ions.gro,neg_fix_v1_top200/rank054_GWHPBECS019468/outputs/prod.dcd,LIG,62222,7123,457,47,1.5715770241818807,0.063112509971502,1.0135527849197388,0.1285085991686734,8.922371509286641
25,backup,rank179_GWHPBECS008682,0.314,2.0,200,1.3199711069265951,1.4059927612543106,2.214141659196429,316.8,0.7022672214344067,1.870157185587536,22.606410264968872,0.0510101839821459,neg_fix_v1_top200/rank179_GWHPBECS008682/work/solv_ions.gro,neg_fix_v1_top200/rank179_GWHPBECS008682/outputs/prod.dcd,LIG,59306,7511,479,47,1.324556400540641,0.057690430060436,1.2130794525146484,0.2095283711209155,10.616443749440087
26,backup,rank164_GWHPBECS013074,0.317,2.0,200,1.508395511790696,0.7885607898235321,2.1287715910231872,397.45,0.7647988906806251,3.5811753808170663,22.69864926338196,0.0571899797234418,neg_fix_v1_top200/rank164_GWHPBECS013074/work/solv_ions.gro,neg_fix_v1_top200/rank164_GWHPBECS013074/outputs/prod.dcd,LIG,78900,7028,446,47,1.806608981934766,0.080324832735085,0.8379231691360474,0.1736214912445052,9.06781867103824
27,backup,rank036_GWHPBECS011414,0.3175,2.0,200,1.240054565550039,1.4544973224401474,2.1684005674346443,329.25,0.7554349881535303,3.827400504823929,22.766446113586422,0.0576664233442919,neg_fix_v1_top200/rank036_GWHPBECS011414/work/solv_ions.gro,neg_fix_v1_top200/rank036_GWHPBECS011414/outputs/prod.dcd,LIG,70984,7187,462,47,1.2891335344715666,0.0754808246964927,1.2792729139328003,0.2112872775382905,7.343392624650034
28,backup,rank039_GWHPBECS041253,0.32,2.0,200,1.1565673806719672,2.2709434568881988,2.16216782084768,291.7,0.6671995487747944,4.586768107182227,22.031389904022216,0.0415099804685089,neg_fix_v1_top200/rank039_GWHPBECS041253/work/solv_ions.gro,neg_fix_v1_top200/rank039_GWHPBECS041253/outputs/prod.dcd,LIG,69590,7037,448,47,1.091925754790274,0.0485296651312584,2.4824259281158447,0.300090656252893,12.847355608910906
29,backup,rank095_GWHPBECS041382,0.325,2.0,200,1.240404907412651,1.298572939634323,2.1806381161235144,286.125,0.7475965397273387,2.120326719121945,22.17696032524109,0.046277198311538,neg_fix_v1_top200/rank095_GWHPBECS041382/work/solv_ions.gro,neg_fix_v1_top200/rank095_GWHPBECS041382/outputs/prod.dcd,LIG,57745,7239,456,47,1.2272653031731982,0.0605966880662403,1.3733047246932983,0.1745402318841271,11.221157270797397
30,backup,rank146_GWHPBECS004648,0.32725000000000004,2.0,200,1.262236241405266,1.8755265116691588,2.313765177666024,327.2,0.6745987674566707,2.135096937265149,22.874280405044555,0.0411327632369869,neg_fix_v1_top200/rank146_GWHPBECS004648/work/solv_ions.gro,neg_fix_v1_top200/rank146_GWHPBECS004648/outputs/prod.dcd,LIG,76169,7695,487,47,1.2397057567001146,0.0520949195936871,1.7023606300354004,0.2038679160220263,11.170085128110586
31,backup,rank121_GWHPBECS012437,0.32975000000000004,2.0,200,1.1824873568656018,2.1886256873607635,2.0752784451143613,286.05,0.6773070235054569,2.4185193420828317,22.500405645370485,0.049757653214474,neg_fix_v1_top200/rank121_GWHPBECS012437/work/solv_ions.gro,neg_fix_v1_top200/rank121_GWHPBECS012437/outputs/prod.dcd,LIG,60784,7266,459,47,1.0640413364098698,0.0832249208431108,2.0559747219085693,0.1334866788385133,9.548272637802713
32,backup,rank023_GWHPBECS023832,0.332,2.0,200,1.3778206292205748,1.4524895966053009,2.160014083745934,295.125,0.7398353123844013,2.80758503473506,22.472585916519165,0.0410723198431032,neg_fix_v1_top200/rank023_GWHPBECS023832/work/solv_ions.gro,neg_fix_v1_top200/rank023_GWHPBECS023832/outputs/prod.dcd,LIG,65059,7432,476,47,1.4115242168789317,0.0582698158700086,1.5606318712234497,0.15690434205099,7.374180197785246
33,backup,rank117_GWHPBECS041305,0.33225,2.0,200,1.274817813495281,1.2918445676565171,2.424512994443481,296.0,0.6705640861097331,3.5490678847616723,22.07550249099732,0.040862220930318,neg_fix_v1_top200/rank117_GWHPBECS041305/work/solv_ions.gro,neg_fix_v1_top200/rank117_GWHPBECS041305/outputs/prod.dcd,LIG,57775,7241,456,47,1.416035396618747,0.1061980122077478,0.921360433101654,0.2536575597274962,13.364938930558818
34,backup,rank076_GWHPBECS019981,0.33525,2.0,200,1.4017847232589091,1.37954770475626,2.180878000477822,314.675,0.6839634262930921,4.301201408729075,22.13705954551697,0.054183773145058,neg_fix_v1_top200/rank076_GWHPBECS019981/work/solv_ions.gro,neg_fix_v1_top200/rank076_GWHPBECS019981/outputs/prod.dcd,LIG,67887,7146,449,47,1.2826066816040975,0.0940612599543172,1.3655539751052856,0.2331440988554304,7.428859677654728
35,backup,rank104_GWHPBECS012324,0.3365,2.0,200,1.4159636476036754,1.16451036632061,2.055801846879248,285.4,0.7321171660446625,2.6633314505390016,22.43582143783569,0.0531174718834598,neg_fix_v1_top200/rank104_GWHPBECS012324/work/solv_ions.gro,neg_fix_v1_top200/rank104_GWHPBECS012324/outputs/prod.dcd,LIG,56395,7172,448,47,1.366324880331684,0.0876966051026475,1.318118929862976,0.1419745034549204,9.335720585458336
36,backup,rank110_GWHPBECS026010,0.3385,2.0,200,1.53059728366521,1.2504147812724111,2.15214529386219,323.9,0.7403549342515588,3.82565530186253,22.459396409988404,0.0393829397231215,neg_fix_v1_top200/rank110_GWHPBECS026010/work/solv_ions.gro,neg_fix_v1_top200/rank110_GWHPBECS026010/outputs/prod.dcd,LIG,66037,7441,476,47,1.619975360066297,0.0570506269220436,1.3588497638702393,0.1673549015133582,8.437984752661283
37,backup,rank053_GWHPBECS039792,0.34199999999999997,2.0,200,1.168065538297011,2.548125207424164,2.2421255970154976,308.525,0.6379676061046669,2.257319888520703,22.09051470756531,0.030355064963412,neg_fix_v1_top200/rank053_GWHPBECS039792/work/solv_ions.gro,neg_fix_v1_top200/rank053_GWHPBECS039792/outputs/prod.dcd,LIG,59335,7314,467,47,1.1776172733498538,0.0535898902834589,2.703152894973755,0.1256878306869623,9.80510832829005
38,backup,rank181_GWHPBECS019994,0.34675,2.0,200,1.6295739747422104,1.2342146173119546,2.11618420827581,330.425,0.6857147591292719,5.196085680877455,22.46248812675476,0.0457101606822827,neg_fix_v1_top200/rank181_GWHPBECS019994/work/solv_ions.gro,neg_fix_v1_top200/rank181_GWHPBECS019994/outputs/prod.dcd,LIG,79598,7539,480,47,1.630459845859274,0.0989513432830681,1.0382384061813354,0.2314367853773367,9.346073423233308
39,backup,rank019_GWHPBECS041202,0.35100000000000003,2.0,200,1.3714625230129087,1.2960163176059722,2.3061037277737517,328.3,0.7233397986677925,2.7645085078322493,21.670786905288697,0.0484105475996933,neg_fix_v1_top200/rank019_GWHPBECS041202/work/solv_ions.gro,neg_fix_v1_top200/rank019_GWHPBECS041202/outputs/prod.dcd,LIG,62238,6253,388,47,1.263298774596148,0.0670629931908878,1.061139702796936,0.1788427002205785,8.275128536938462
40,backup,rank088_GWHPBECS023852,0.35125,2.0,200,1.3540780669004664,1.2854304313659668,2.2119724330123605,284.125,0.7011561433081743,2.061006553824349,22.50892882347107,0.0486558229395382,neg_fix_v1_top200/rank088_GWHPBECS023852/work/solv_ions.gro,neg_fix_v1_top200/rank088_GWHPBECS023852/outputs/prod.dcd,LIG,64840,7455,483,47,1.4004432029434353,0.0547081602692921,1.1411151885986328,0.1456566776624304,7.716147458062599
41,backup,rank135_GWHPBECS026438,0.35425,2.0,200,1.5712752074650005,1.0852551102638244,2.0980222486177964,256.75,0.6748032732956797,5.214009150478876,22.314589643478392,0.0339497333745437,neg_fix_v1_top200/rank135_GWHPBECS026438/work/solv_ions.gro,neg_fix_v1_top200/rank135_GWHPBECS026438/outputs/prod.dcd,LIG,65705,7503,470,47,1.5776951047162833,0.1054476011366486,0.9140177369117736,0.1708204959890402,9.327802167124524
42,backup,rank041_GWHPBECS041245,0.3585,2.0,200,1.2519707628948529,1.72180305570364,2.239192864291385,268.8,0.7006987691945415,4.174913135896137,22.169881677627565,0.0384512589992502,neg_fix_v1_top200/rank041_GWHPBECS041245/work/solv_ions.gro,neg_fix_v1_top200/rank041_GWHPBECS041245/outputs/prod.dcd,LIG,56782,7305,460,47,1.4538799316796305,0.0794115343965382,2.4948463439941406,0.5942389027015712,13.534425409849709
43,backup,rank059_GWHPBECS039789,0.361,2.0,200,1.3489418568983282,1.5929927051067352,2.27546200845818,280.875,0.6344769860342122,2.5441049651888994,21.95081305503845,0.0418540332783933,neg_fix_v1_top200/rank059_GWHPBECS039789/work/solv_ions.gro,neg_fix_v1_top200/rank059_GWHPBECS039789/outputs/prod.dcd,LIG,64764,7298,467,47,1.323377313871762,0.0692468901370631,1.3223408460617063,0.3289479891070765,11.6049667191889
44,backup,rank073_GWHPBECS005716,0.36275,2.0,200,1.3086728122895654,1.464555990695953,2.016477886606914,262.4,0.7581442115103568,7.110545985211743,22.77515044212341,0.0565730436167648,neg_fix_v1_top200/rank073_GWHPBECS005716/work/solv_ions.gro,neg_fix_v1_top200/rank073_GWHPBECS005716/outputs/prod.dcd,LIG,77308,7816,494,47,1.4269980099061017,0.0539992857822941,1.3143411874771118,0.0996333939320441,10.292832921896908
45,backup,rank118_GWHPBECS026005,0.36424999999999996,2.0,200,1.5464451522566358,1.4869066759943963,2.099222224908148,384.025,0.7218932882877195,4.546738755738286,22.64940824508667,0.0612103993844568,neg_fix_v1_top200/rank118_GWHPBECS026005/work/solv_ions.gro,neg_fix_v1_top200/rank118_GWHPBECS026005/outputs/prod.dcd,LIG,68552,7380,473,47,1.4547554700891487,0.0966083480004482,0.8686862587928772,0.1832323530887644,8.594262116945526
46,backup,rank102_GWHPBECS005721,0.370625,2.0,200,1.3275685120347671,1.7355296045541764,2.103234662817024,255.625,0.6953358221653666,3.318675520184332,22.915692472457884,0.0456912526362464,neg_fix_v1_top200/rank102_GWHPBECS005721/work/solv_ions.gro,neg_fix_v1_top200/rank102_GWHPBECS005721/outputs/prod.dcd,LIG,74695,7734,489,47,1.4898893885270523,0.0648243840985237,1.951292395591736,0.1419043378406993,10.134954298491058
47,backup,rank003_GWHPBECS031879,0.37300000000000005,2.0,200,1.2700128944609332,3.0593852281570437,2.0938345641293794,314.5,0.7057292788965506,3.343060740013616,23.1106023311615,0.0421226574532249,neg_fix_v1_top10/rank003_GWHPBECS031879/work/solv_ions.gro,neg_fix_v1_top10/rank003_GWHPBECS031879/outputs/prod.dcd,LIG,80739,8083,508,47,1.290786742870254,0.0642652713274971,3.0159988403320312,0.1995984312920853,8.728567379125698
48,backup,rank199_GWHPBECS002782,0.37449999999999994,2.0,200,1.312516797617433,1.5042226552963256,2.330007338191603,326.225,0.7503490673222579,3.3283520912101467,22.13159394264221,0.0467323192921363,neg_fix_v1_top200/rank199_GWHPBECS002782/work/solv_ions.gro,neg_fix_v1_top200/rank199_GWHPBECS002782/outputs/prod.dcd,LIG,64174,6859,431,47,1.3890448920845258,0.0520952251236122,1.5649677515029907,0.2591850791237137,13.672855258752424
49,backup,rank176_GWHPBECS010756,0.378,2.0,200,1.390600289198557,1.4103533625602722,2.1118137069670224,319.425,0.7680338283632535,4.45910976508749,22.11268463134765,0.0813962757427984,neg_fix_v1_top200/rank176_GWHPBECS010756/work/solv_ions.gro,neg_fix_v1_top200/rank176_GWHPBECS010756/outputs/prod.dcd,LIG,67428,6581,422,47,1.5185185359014763,0.129277894543849,1.1735458374023438,0.3492116395021444,8.212379175828177
50,backup,rank031_GWHPBECS019368,0.38175000000000003,2.0,200,1.4020934952193531,2.9104315280914306,2.059059227507173,380.975,0.6943496361544975,2.1885824496175554,22.05555000305176,0.0535647495705268,neg_fix_v1_top200/rank031_GWHPBECS019368/work/solv_ions.gro,neg_fix_v1_top200/rank031_GWHPBECS019368/outputs/prod.dcd,LIG,56396,7022,454,47,1.409523070808224,0.0929917796234819,2.779812812805176,0.1599606477042343,7.93593968605033
